0010_2015-02-06_06:24:44_0:00,2015-02-06 06:25:02.166180,1611202795,1,1.75
0010_2015-02-06_06:34:06_0:00,2015-02-06 06:34:43.732300,7270000819,1,1.89
0010_2015-02-06_06:43:14_0:00,2015-02-06 06:42:32.114875,2390001443,1,0.69
0010_2015-02-06_06:43:14_0:00,2015-02-06 06:43:11.616321,3545777003,1,0.99
0010_2015-02-06_06:43:14_0:00,2015-02-06 06:43:46.420932,1037416203,1,0.79
0010_2015-02-06_06:43:14_0:00,2015-02-06 06:43:50.029944,1540002742,1,1.59
0010_2015-02-06_06:43:48_0:00,2015-02-06 06:44:15.782071,2047342947,1,0.66
0010_2015-02-06_06:44:58_0:00,2015-02-06 06:44:18.889380,9899780728,1,4.49
0010_2015-02-06_06:44:58_0:00,2015-02-06 06:44:49.659904,2047342947,4,0.66
0010_2015-02-06_06:44:58_0:00,2015-02-06 06:44:54.546783,3545777003,1,0.99
0010_2015-02-06_06:51:32_0:00,2015-02-06 06:51:46.967357,4430012111,1,2.99
0010_2015-02-06_06:54:07_0:00,2015-02-06 06:54:41.454618,7449200235,1,1.0
0010_2015-02-06_06:54:07_0:00,2015-02-06 06:55:05.511431,2047342947,2,0.66
0010_2015-02-06_06:56:33_0:00,2015-02-06 06:56:24.438680,7527890973,1,5.99
0010_2015-02-06_06:59:23_0:00,2015-02-06 06:58:59.978592,7852303850,1,0.99
0010_2015-02-06_06:59:23_0:00,2015-02-06 06:59:07.700284,7852303850,1,0.99
0010_2015-02-06_06:59:23_0:00,2015-02-06 06:59:23.457874,7222000490,1,2.0
0010_2015-02-06_06:59:23_0:00,2015-02-06 06:59:38.049397,0000004957,2,1.25
0010_2015-02-06_06:59:23_0:00,2015-02-06 06:59:52.851567,7852303850,1,0.99
0010_2015-02-06_06:59:23_0:00,2015-02-06 07:00:00.115004,7169140531,1,0.99
0010_2015-02-06_06:59:23_0:00,2015-02-06 07:00:03.117817,9855608007,1,2.0
0010_2015-02-06_06:59:23_0:00,2015-02-06 07:00:17.283166,7852303850,1,0.99
0010_2015-02-06_07:01:59_0:00,2015-02-06 07:01:50.636711,2047343168,1,4.99
0010_2015-02-06_07:01:59_0:00,2015-02-06 07:01:58.913184,5406900159,1,4.49
0010_2015-02-06_07:06:38_0:00,2015-02-06 07:05:12.541415,1261505348,1,0.99
0010_2015-02-06_07:06:22_0:00,2015-02-06 07:05:49.547882,2113150131,1,1.49
0010_2015-02-06_07:06:22_0:00,2015-02-06 07:06:17.133743,1120600034,1,1.19
0010_2015-02-06_07:06:22_0:00,2015-02-06 07:06:56.300985,3545777003,1,0.99
0010_2015-02-06_07:09:47_0:00,2015-02-06 07:09:10.816533,7800015646,1,3.19
0010_2015-02-06_07:09:47_0:00,2015-02-06 07:09:42.542560,7309102901,1,3.49
0010_2015-02-06_07:09:47_0:00,2015-02-06 07:10:03.632901,2047342947,6,0.66
0010_2015-02-06_07:12:57_0:00,2015-02-06 07:12:44.529219,6106400003,1,1.0
0010_2015-02-06_07:13:44_0:00,2015-02-06 07:13:33.240352,3545777003,4,0.99
0010_2015-02-06_07:13:44_0:00,2015-02-06 07:14:10.031956,1029037288,1,3.99
0010_2015-02-06_07:14:37_0:00,2015-02-06 07:15:06.819360,4707801031,1,4.99
0010_2015-02-06_07:15:36_0:00,2015-02-06 07:15:13.220209,0906000007,1,52.1
0010_2015-02-06_07:15:28_0:00,2015-02-06 07:15:18.364437,2047342947,1,0.66
0010_2015-02-06_07:15:48_0:00,2015-02-06 07:16:00.080764,1130012259,1,1.59
0010_2015-02-06_07:16:05_0:00,2015-02-06 07:16:20.764610,8224292043,1,9.0
0010_2015-02-06_07:16:17_0:00,2015-02-06 07:17:03.819980,0000004957,1,1.25
0010_2015-02-06_07:18:10_0:00,2015-02-06 07:18:02.341515,2151200072,1,3.79
0010_2015-02-06_07:18:10_0:00,2015-02-06 07:18:10.794243,5100002025,1,4.99
0010_2015-02-06_07:17:35_0:00,2015-02-06 07:18:50.997696,7214085740,1,4.49
0010_2015-02-06_07:24:46_0:00,2015-02-06 07:23:59.295907,0004139140,1,4.99
0010_2015-02-06_07:24:46_0:00,2015-02-06 07:24:29.305597,4801962820,1020,0.98
0010_2015-02-06_07:24:46_0:00,2015-02-06 07:25:07.333748,1120600034,3,1.19
0010_2015-02-06_07:26:18_0:00,2015-02-06 07:25:41.456846,4227200075,1,4.89
0010_2015-02-06_07:26:18_0:00,2015-02-06 07:26:54.465019,4256300600,1,5.99
0010_2015-02-06_07:28:29_0:00,2015-02-06 07:27:18.355533,0002790815,1,2.99
0010_2015-02-06_07:27:23_0:00,2015-02-06 07:27:55.271936,7001114290,1,2.59
0010_2015-02-06_07:27:23_0:00,2015-02-06 07:27:56.773718,4182004066,850,0.69
0010_2015-02-06_07:27:43_0:00,2015-02-06 07:27:59.339305,1053300998,1,2.5
0010_2015-02-06_07:27:43_0:00,2015-02-06 07:28:05.431040,4154861404,1,2.0
0010_2015-02-06_07:27:23_0:00,2015-02-06 07:28:06.223663,2047343858,1,2.0
0010_2015-02-06_07:28:29_0:00,2015-02-06 07:28:17.904589,2558300602,1,5.49
0010_2015-02-06_07:28:29_0:00,2015-02-06 07:28:36.772853,2558300602,1,5.49
0010_2015-02-06_07:27:43_0:00,2015-02-06 07:28:48.759291,7449200235,1,1.0
0010_2015-02-06_07:28:29_0:00,2015-02-06 07:29:03.635118,0002790815,1,2.99
0010_2015-02-06_07:28:29_0:00,2015-02-06 07:29:08.938381,2558300602,1,5.49
0010_2015-02-06_07:31:34_0:00,2015-02-06 07:30:41.071766,2840002796,1,0.05
0010_2015-02-06_07:31:34_0:00,2015-02-06 07:31:16.049227,1029037938,1,3.79
0010_2015-02-06_07:31:34_0:00,2015-02-06 07:31:23.110499,5916800412,1,4.49
0010_2015-02-06_07:31:34_0:00,2015-02-06 07:31:42.026819,3774199998,1,0.5
0010_2015-02-06_07:31:34_0:00,2015-02-06 07:31:42.769550,7457055400,1,2.79
0010_2015-02-06_07:31:34_0:00,2015-02-06 07:31:44.635618,5575924148,1,5.31
0010_2015-02-06_07:31:34_0:00,2015-02-06 07:31:57.810286,9492295258,1,2.39
0010_2015-02-06_07:35:46_0:00,2015-02-06 07:34:44.343083,0067094930,1,1.39
0010_2015-02-06_07:35:46_0:00,2015-02-06 07:34:50.392060,9899780616,1,2.5
0010_2015-02-06_07:35:46_0:00,2015-02-06 07:35:22.185506,4184000106,1,1.89
0010_2015-02-06_07:35:46_0:00,2015-02-06 07:35:42.904733,4300002828,1,2.5
0010_2015-02-06_07:35:46_0:00,2015-02-06 07:35:43.950708,9537497006,1,3.99
0010_2015-02-06_07:35:46_0:00,2015-02-06 07:35:49.289531,1278110120,1,1.59
0010_2015-02-06_07:35:46_0:00,2015-02-06 07:35:50.045784,7538604988,5,0.33
0010_2015-02-06_07:35:46_0:00,2015-02-06 07:35:59.973646,2840002796,1,0.05
0010_2015-02-06_07:35:46_0:00,2015-02-06 07:36:00.756879,9899780616,1,2.5
0010_2015-02-06_07:35:46_0:00,2015-02-06 07:36:01.989296,4300002828,1,2.5
0010_2015-02-06_07:35:46_0:00,2015-02-06 07:36:21.888322,2840002796,1,0.05
0010_2015-02-06_07:39:46_0:00,2015-02-06 07:38:52.949615,1120600034,1,1.19
0010_2015-02-06_07:39:46_0:00,2015-02-06 07:39:53.716905,2047342947,1,0.66
0010_2015-02-06_07:39:46_0:00,2015-02-06 07:39:57.807363,4329255686,1,2.39
0010_2015-02-06_07:40:26_0:00,2015-02-06 07:40:52.406208,2410044059,1,8.89
0010_2015-02-06_07:43:18_0:00,2015-02-06 07:42:47.469414,2047342947,-12,0.66
0010_2015-02-06_07:43:18_0:00,2015-02-06 07:42:55.525251,8143400005,1,2.99
0010_2015-02-06_07:43:18_0:00,2015-02-06 07:42:56.051889,2047342947,12,0.66
0010_2015-02-06_07:43:18_0:00,2015-02-06 07:42:58.580959,4154845085,1,6.99
0010_2015-02-06_07:45:01_0:00,2015-02-06 07:44:34.237526,8266680090,1,4.69
0010_2015-02-06_07:45:01_0:00,2015-02-06 07:44:47.531144,1540002769,1,4.19
0010_2015-02-06_07:45:01_0:00,2015-02-06 07:44:51.066028,5150004815,1,3.99
0010_2015-02-06_07:45:01_0:00,2015-02-06 07:45:08.434769,2047342483,1,2.19
0010_2015-02-06_07:45:01_0:00,2015-02-06 07:45:15.449491,1540007235,1,3.0
0010_2015-02-06_07:45:01_0:00,2015-02-06 07:45:19.241396,1725600041,1,7.14
0010_2015-02-06_07:45:15_0:00,2015-02-06 07:45:25.296212,2047342947,1,0.66
0010_2015-02-06_07:45:40_0:00,2015-02-06 07:45:53.941110,1540019236,1,0.69
0010_2015-02-06_07:46:42_0:00,2015-02-06 07:46:08.260997,2840002796,1,0.05
0010_2015-02-06_07:46:46_0:00,2015-02-06 07:46:17.421926,2047342947,1,0.66
0010_2015-02-06_07:46:42_0:00,2015-02-06 07:46:22.637277,2240064197,1,1.25
0010_2015-02-06_07:46:46_0:00,2015-02-06 07:47:03.240856,7120308974,1,3.99
0010_2015-02-06_07:46:46_0:00,2015-02-06 07:47:03.938265,4300000287,1,1.25
0010_2015-02-06_07:46:42_0:00,2015-02-06 07:47:14.300159,9932200210,1,1.29
0010_2015-02-06_07:46:46_0:00,2015-02-06 07:47:15.929858,2840002796,1,0.05
0010_2015-02-06_07:46:42_0:00,2015-02-06 07:47:24.808736,1540002341,1,1.69
0010_2015-02-06_07:47:22_0:00,2015-02-06 07:48:05.853959,0002790815,1,2.99
0010_2015-02-06_07:49:14_0:00,2015-02-06 07:48:52.561342,2840002796,1,0.05
0010_2015-02-06_07:49:14_0:00,2015-02-06 07:49:07.084310,2047342947,2,0.66
0010_2015-02-06_07:49:14_0:00,2015-02-06 07:50:03.485523,3620037817,1,1.19
0010_2015-02-06_07:50:31_0:00,2015-02-06 07:50:07.508598,7604500303,1,5.49
0010_2015-02-06_07:51:08_0:00,2015-02-06 07:51:06.163373,1261505348,1,0.99
0010_2015-02-06_07:54:48_0:00,2015-02-06 07:54:12.755598,8147599847,1,1.59
0010_2015-02-06_07:54:48_0:00,2015-02-06 07:54:21.558093,4182004066,3050,0.69
0010_2015-02-06_07:54:44_0:00,2015-02-06 07:54:23.988470,2188811251,1,1.49
0010_2015-02-06_07:54:48_0:00,2015-02-06 07:54:24.493707,8810915002,1,3.49
0010_2015-02-06_07:54:48_0:00,2015-02-06 07:54:48.579590,5474200302,1,3.89
0010_2015-02-06_07:54:48_0:00,2015-02-06 07:55:00.838624,0008502722,1,15.19
0010_2015-02-06_07:54:44_0:00,2015-02-06 07:55:08.581022,0000004957,1,1.25
0010_2015-02-06_07:54:48_0:00,2015-02-06 07:55:10.789403,1674181112,1,2.59
0010_2015-02-06_07:57:33_0:00,2015-02-06 07:57:02.549408,1600045830,1,3.99
0010_2015-02-06_07:57:33_0:00,2015-02-06 07:57:38.111656,2400016710,1,3.29
0010_2015-02-06_07:58:14_0:00,2015-02-06 07:58:39.842211,0000004957,1,1.25
0010_2015-02-06_07:58:14_0:00,2015-02-06 07:59:22.441657,7852202001,1,2.99
0010_2015-02-06_07:59:05_0:00,2015-02-06 07:59:30.122074,8596783150,1,4.89
0010_2015-02-06_08:00:35_0:00,2015-02-06 08:00:42.407543,7270000791,1,2.99
0010_2015-02-06_08:02:01_0:00,2015-02-06 08:01:09.268527,7000084293,1,5.39
0010_2015-02-06_08:00:35_0:00,2015-02-06 08:01:29.058685,4227200262,650,0.79
0010_2015-02-06_08:02:01_0:00,2015-02-06 08:01:52.537281,7499904117,1,13.99
0010_2015-02-06_08:02:01_0:00,2015-02-06 08:01:56.413208,7000084293,-1,5.39
0010_2015-02-06_08:02:01_0:00,2015-02-06 08:02:11.460680,5455500108,1,3.99
0010_2015-02-06_08:02:01_0:00,2015-02-06 08:02:14.561771,7341619763,1,2.99
0010_2015-02-06_08:02:01_0:00,2015-02-06 08:02:20.178514,1540004847,1,2.99
0010_2015-02-06_08:02:01_0:00,2015-02-06 08:02:46.869111,4589307248,1,11.99
0010_2015-02-06_08:04:09_0:00,2015-02-06 08:03:03.631567,9235240204,1,1.29
0010_2015-02-06_08:02:41_0:00,2015-02-06 08:03:04.003925,4182004066,2700,0.69
0010_2015-02-06_08:04:09_0:00,2015-02-06 08:03:44.469469,5100001587,1,3.99
0010_2015-02-06_08:04:09_0:00,2015-02-06 08:03:51.893774,7615839941,1,2.5
0010_2015-02-06_08:04:09_0:00,2015-02-06 08:03:52.408623,4017100325,1,1.79
0010_2015-02-06_08:04:09_0:00,2015-02-06 08:04:25.745086,2840002796,1,0.05
0010_2015-02-06_08:04:09_0:00,2015-02-06 08:04:36.075680,2840002796,1,0.05
0010_2015-02-06_08:04:09_0:00,2015-02-06 08:04:43.749347,7297900418,1,2.5
0010_2015-02-06_08:05:29_0:00,2015-02-06 08:04:50.158080,2840002796,1,0.05
0010_2015-02-06_08:05:29_0:00,2015-02-06 08:05:20.383012,5210007128,6,0.05
0010_2015-02-06_08:04:47_0:00,2015-02-06 08:05:23.114108,0000004957,1,1.25
0010_2015-02-06_08:05:29_0:00,2015-02-06 08:05:35.930533,7831421235,6,1.03
0010_2015-02-06_08:05:29_0:00,2015-02-06 08:05:42.092207,1540000598,-1,0.15
0010_2015-02-06_08:05:29_0:00,2015-02-06 08:06:34.424180,1920078033,1,2.09
0010_2015-02-06_08:05:29_0:00,2015-02-06 08:06:47.335841,8870201562,1,1.25
0010_2015-02-06_08:09:19_0:00,2015-02-06 08:09:10.818572,1356230012,1,0.5
0010_2015-02-06_08:09:19_0:00,2015-02-06 08:09:13.980153,3951040000,1,2.29
0010_2015-02-06_08:09:19_0:00,2015-02-06 08:09:21.293917,4105803717,1,2.79
0010_2015-02-06_08:09:19_0:00,2015-02-06 08:09:35.398102,5784600328,1210,0.99
0010_2015-02-06_08:09:19_0:00,2015-02-06 08:09:37.297161,5100001587,1,3.99
0010_2015-02-06_08:09:19_0:00,2015-02-06 08:09:37.772651,0850000080,960,0.79
0010_2015-02-06_08:09:51_0:00,2015-02-06 08:09:40.823158,0007929878,1,1.59
0010_2015-02-06_08:09:19_0:00,2015-02-06 08:09:46.936603,7347200116,1,3.99
0010_2015-02-06_08:09:19_0:00,2015-02-06 08:09:49.683032,1356230012,1,0.5
0010_2015-02-06_08:09:19_0:00,2015-02-06 08:10:03.610169,4182004066,1250,0.69
0010_2015-02-06_08:11:43_0:00,2015-02-06 08:11:08.039858,3000001200,1,2.99
0010_2015-02-06_08:11:43_0:00,2015-02-06 08:11:13.721607,0000004957,1,1.25
0010_2015-02-06_08:11:43_0:00,2015-02-06 08:11:14.931732,2047330402,1,13.99
0010_2015-02-06_08:11:43_0:00,2015-02-06 08:11:38.342254,2047342947,1,0.66
0010_2015-02-06_08:13:47_0:00,2015-02-06 08:12:16.283590,4801908363,1,2.39
0010_2015-02-06_08:13:47_0:00,2015-02-06 08:12:37.158201,5100002421,1,2.29
0010_2015-02-06_08:13:47_0:00,2015-02-06 08:12:58.178035,7161231256,1780,4.99
0010_2015-02-06_08:13:47_0:00,2015-02-06 08:13:03.389083,2840002796,1,0.05
0010_2015-02-06_08:13:47_0:00,2015-02-06 08:13:26.791090,2840002796,1,0.05
0010_2015-02-06_08:13:47_0:00,2015-02-06 08:13:34.607777,3600025866,2,4.69
0010_2015-02-06_08:13:47_0:00,2015-02-06 08:13:35.554665,4182004066,3170,0.69
0010_2015-02-06_08:13:47_0:00,2015-02-06 08:13:36.629117,4801908363,1,2.39
0010_2015-02-06_08:13:47_0:00,2015-02-06 08:13:39.062956,1029038206,1,2.09
0010_2015-02-06_08:15:18_0:00,2015-02-06 08:14:02.967300,2225223307,1,2.19
0010_2015-02-06_08:13:47_0:00,2015-02-06 08:14:08.025366,9492295258,1,2.39
0010_2015-02-06_08:13:47_0:00,2015-02-06 08:14:09.090553,5218300013,1,1.89
0010_2015-02-06_08:13:47_0:00,2015-02-06 08:14:12.520484,9492295258,1,2.39
0010_2015-02-06_08:13:47_0:00,2015-02-06 08:14:12.635164,2840002796,1,0.05
0010_2015-02-06_08:13:47_0:00,2015-02-06 08:14:29.290971,7007480336,1,3.99
0010_2015-02-06_08:15:18_0:00,2015-02-06 08:14:32.612029,7457090385,1,3.29
0010_2015-02-06_08:15:18_0:00,2015-02-06 08:14:39.255696,3619212222,1,3.49
0010_2015-02-06_08:15:18_0:00,2015-02-06 08:14:40.464843,1200001879,1,2.19
0010_2015-02-06_08:13:58_0:00,2015-02-06 08:14:41.007184,6542644011,1,0.5
0010_2015-02-06_08:13:58_0:00,2015-02-06 08:14:50.096001,1029036780,1,1.0
0010_2015-02-06_08:15:18_0:00,2015-02-06 08:14:56.788489,1101710355,1,2.19
0010_2015-02-06_08:15:18_0:00,2015-02-06 08:15:12.567460,2840002796,1,0.05
0010_2015-02-06_08:15:18_0:00,2015-02-06 08:15:19.359114,9396600200,1,3.89
0010_2015-02-06_08:15:18_0:00,2015-02-06 08:15:20.368989,7128746041,1,1.89
0010_2015-02-06_08:15:18_0:00,2015-02-06 08:15:20.489794,5210007128,1,0.05
0010_2015-02-06_08:15:18_0:00,2015-02-06 08:15:23.398953,3779250005,1,6.69
0010_2015-02-06_08:15:18_0:00,2015-02-06 08:15:24.073303,5844986001,1,2.39
0010_2015-02-06_08:16:11_0:00,2015-02-06 08:15:47.796470,9879429304,1,1.99
0010_2015-02-06_08:16:11_0:00,2015-02-06 08:16:18.869097,2047342483,1,2.19
0010_2015-02-06_08:16:11_0:00,2015-02-06 08:16:21.022439,0718280021,3540,0.48
0010_2015-02-06_08:16:11_0:00,2015-02-06 08:16:22.438125,1540000480,1,2.0
0010_2015-02-06_08:16:11_0:00,2015-02-06 08:16:23.653640,8870201565,1,3.99
0010_2015-02-06_08:17:20_0:00,2015-02-06 08:16:37.404416,0007284542,1,0.99
0010_2015-02-06_08:16:11_0:00,2015-02-06 08:16:50.817306,7676810401,1,4.69
0010_2015-02-06_08:16:11_0:00,2015-02-06 08:16:52.622750,1540001878,680,1.49
0010_2015-02-06_08:17:20_0:00,2015-02-06 08:16:56.093330,2047320810,1,0.5
0010_2015-02-06_08:18:29_0:00,2015-02-06 08:17:17.258530,7940025160,1,1.0
0010_2015-02-06_08:17:20_0:00,2015-02-06 08:17:25.253662,8823200225,570,0.79
0010_2015-02-06_08:17:20_0:00,2015-02-06 08:17:32.173234,5289200322,1,0.99
0010_2015-02-06_08:17:20_0:00,2015-02-06 08:18:03.641405,0280007479,1,0.69
0010_2015-02-06_08:18:29_0:00,2015-02-06 08:18:05.867008,7940025160,1,1.0
0010_2015-02-06_08:18:29_0:00,2015-02-06 08:18:10.063181,1540012885,1,1.39
0010_2015-02-06_08:18:29_0:00,2015-02-06 08:18:29.879801,1540012885,1,1.39
0010_2015-02-06_08:18:29_0:00,2015-02-06 08:18:45.950527,3700041463,1,0.59
0010_2015-02-06_08:19:13_0:00,2015-02-06 08:18:51.488627,5210009800,1,0.99
0010_2015-02-06_08:19:13_0:00,2015-02-06 08:19:32.684472,4154845085,1,6.99
0010_2015-02-06_08:18:29_0:00,2015-02-06 08:19:37.710585,2840002796,1,0.05
0010_2015-02-06_08:20:58_0:00,2015-02-06 08:20:06.429738,4227200058,1200,1.49
0010_2015-02-06_08:20:58_0:00,2015-02-06 08:20:29.710384,4744591943,1,4.19
0010_2015-02-06_08:20:58_0:00,2015-02-06 08:20:33.963717,1345437558,1,3.29
0010_2015-02-06_08:20:58_0:00,2015-02-06 08:20:35.442931,0614500003,1,4.99
0010_2015-02-06_08:20:58_0:00,2015-02-06 08:20:43.096295,7020058215,1,4.19
0010_2015-02-06_08:20:58_0:00,2015-02-06 08:21:01.676628,2840002796,4,0.05
0010_2015-02-06_08:20:58_0:00,2015-02-06 08:21:02.589853,4154900370,4,1.45
0010_2015-02-06_08:20:58_0:00,2015-02-06 08:21:04.387864,5992600301,1,2.59
0010_2015-02-06_08:20:58_0:00,2015-02-06 08:21:10.347568,1540001435,1,2.59
0010_2015-02-06_08:20:58_0:00,2015-02-06 08:21:12.786313,7309102901,1,3.49
0010_2015-02-06_08:20:58_0:00,2015-02-06 08:21:17.949456,4800000095,1170,0.99
0010_2015-02-06_08:20:58_0:00,2015-02-06 08:21:18.384011,8151900039,650,1.79
0010_2015-02-06_08:20:58_0:00,2015-02-06 08:21:21.975052,4182004066,900,0.69
0010_2015-02-06_08:20:58_0:00,2015-02-06 08:21:25.785207,3700086211,1,3.99
0010_2015-02-06_08:20:58_0:00,2015-02-06 08:21:35.384537,2652800740,1,2.5
0010_2015-02-06_08:20:58_0:00,2015-02-06 08:21:40.510482,7890900006,1,4.19
0010_2015-02-06_08:22:27_0:00,2015-02-06 08:21:43.163525,0850000080,3050,0.79
0010_2015-02-06_08:22:27_0:00,2015-02-06 08:21:45.773832,4227200262,3320,0.79
0010_2015-02-06_08:20:58_0:00,2015-02-06 08:21:54.516844,4329240123,1,2.39
0010_2015-02-06_08:20:58_0:00,2015-02-06 08:21:57.293393,2652800740,1,2.5
0010_2015-02-06_08:22:27_0:00,2015-02-06 08:22:36.321202,1159410041,1520,0.79
0010_2015-02-06_08:24:00_0:00,2015-02-06 08:23:26.986083,4599840405,1,2.88
0010_2015-02-06_08:24:00_0:00,2015-02-06 08:23:35.617776,4310500003,590,2.49
0010_2015-02-06_08:24:44_0:00,2015-02-06 08:24:08.873721,2840002796,1,0.05
0010_2015-02-06_08:24:44_0:00,2015-02-06 08:24:21.133748,0770900000,1,0.88
0010_2015-02-06_08:24:00_0:00,2015-02-06 08:24:47.514011,0500000866,1,0.99
0010_2015-02-06_08:24:44_0:00,2015-02-06 08:24:47.720165,1600048644,1,1.49
0010_2015-02-06_08:24:00_0:00,2015-02-06 08:24:56.804265,4182004066,830,0.69
0010_2015-02-06_08:25:53_0:00,2015-02-06 08:25:08.511081,0000094261,-1,0.99
0010_2015-02-06_08:25:53_0:00,2015-02-06 08:25:31.601581,0000094261,1,0.99
0010_2015-02-06_08:25:53_0:00,2015-02-06 08:25:44.110128,0000094261,-1,0.99
0010_2015-02-06_08:25:53_0:00,2015-02-06 08:26:05.750354,0850000080,4030,0.79
0010_2015-02-06_08:25:53_0:00,2015-02-06 08:26:12.186770,0000094261,1,0.99
0010_2015-02-06_08:26:45_0:00,2015-02-06 08:26:19.901786,2840002796,1,0.05
0010_2015-02-06_08:26:45_0:00,2015-02-06 08:26:23.155795,5000053062,1,1.67
0010_2015-02-06_08:27:18_0:00,2015-02-06 08:26:38.365280,7507035085,1,4.69
0010_2015-02-06_08:27:18_0:00,2015-02-06 08:27:07.817591,4182004066,2570,0.69
0010_2015-02-06_08:27:18_0:00,2015-02-06 08:27:38.826549,4590100016,1,2.39
0010_2015-02-06_08:27:18_0:00,2015-02-06 08:27:42.723254,7321400750,1,2.09
0010_2015-02-06_08:27:18_0:00,2015-02-06 08:27:46.004976,1029037938,1,3.79
0010_2015-02-06_08:29:04_0:00,2015-02-06 08:27:58.602117,2680000636,1,7.99
0010_2015-02-06_08:28:29_0:00,2015-02-06 08:29:33.387398,0002790815,1,2.99
0010_2015-02-06_08:30:06_0:00,2015-02-06 08:30:14.439018,4300020147,1,2.99
0010_2015-02-06_08:30:06_0:00,2015-02-06 08:30:26.796119,4933100222,930,1.49
0010_2015-02-06_08:31:10_0:00,2015-02-06 08:30:44.870566,0812417522,1,3.5
0010_2015-02-06_08:30:06_0:00,2015-02-06 08:30:46.930193,5149200231,1,3.19
0010_2015-02-06_08:31:10_0:00,2015-02-06 08:30:47.050700,0812417522,-1,3.5
0010_2015-02-06_08:30:06_0:00,2015-02-06 08:30:52.511075,1405433035,1,2.99
0010_2015-02-06_08:30:06_0:00,2015-02-06 08:30:56.646760,7800005316,1,1.99
0010_2015-02-06_08:31:10_0:00,2015-02-06 08:31:25.080839,0812417522,1,3.5
0010_2015-02-06_08:31:10_0:00,2015-02-06 08:31:39.485081,0812417522,1,3.5
